word_id,TRT,FixCount,Span_word_is_in,text_id
Sarap_0,nan,0,,meco_para_7
"tadimi,_0",nan,0,,meco_para_7
sarabin_0,nan,0,,meco_para_7
 duyumsal_0,nan,0,,meco_para_7
olarak_0,nan,0,,meco_para_7
incelenmesi_0,nan,0,,meco_para_7
ve_0,nan,0,,meco_para_7
degerlendirilmesidir._0,nan,0,,meco_para_7
Sarap_1,nan,0,,meco_para_7
tadim_0,nan,0,,meco_para_7
pratigi_0,nan,0,,meco_para_7
sarap_2,nan,0,,meco_para_7
Uretimi_0,nan,0,,meco_para_7
kadar_0,nan,0,,meco_para_7
"antikken,_0",nan,0,,meco_para_7
daha_0,nan,0,,meco_para_7
bicimsel_0,nan,0,,meco_para_7
bir_0,nan,0,,meco_para_7
metodoloji_0,nan,0,,meco_para_7
orta_0,nan,0,,meco_para_7
 caglarin_0,nan,0,,meco_para_7
sonlarindan_0,nan,0,,meco_para_7
 glnUmUuze_0,nan,0,,meco_para_7
yavasca__0,nan,0,,meco_para_7
olusmaktadir._0,nan,0,,meco_para_7
"Modern,_0",nan,0,,meco_para_7
profesyonel_0,nan,0,,meco_para_7
sarap_3,nan,0,,meco_para_7
—_0,nan,0,,meco_para_7
tadimcilari_0,nan,0,,meco_para_7
sarabin_1,nan,0,meco_para_7_qa_1 ,meco_para_7
algilanan_0,nan,0,meco_para_7_qa_1 ,meco_para_7
lezzet_0,nan,0,meco_para_7_qa_1 ,meco_para_7
" cesitlerini,_0",nan,0,meco_para_7_qa_1 ,meco_para_7
aromasini_0,nan,0,meco_para_7_qa_1 ,meco_para_7
ve_1,nan,0,meco_para_7_qa_1 ,meco_para_7
 genel__0,nan,0,meco_para_7_qa_1 ,meco_para_7
karakteristigini_0,nan,0,meco_para_7_qa_1 ,meco_para_7
tarif_0,nan,0,meco_para_7_qa_1 ,meco_para_7
etmek_0,nan,0,meco_para_7_qa_1 ,meco_para_7
icin_0,nan,0,meco_para_7_qa_1 ,meco_para_7
kullanilan_0,nan,0,meco_para_7_qa_1 ,meco_para_7
stirekli_0,nan,0,meco_para_7_qa_1 ,meco_para_7
olarak_1,nan,0,meco_para_7_qa_1 ,meco_para_7
gelisen_0,nan,0,meco_para_7_qa_1 ,meco_para_7
6zellesmis_—_0,nan,0,meco_para_7_qa_1 ,meco_para_7
terminolojiyi_0,nan,0,meco_para_7_qa_1 ,meco_para_7
kullanirlar._0,nan,0,meco_para_7_qa_1 ,meco_para_7
Son_0,nan,0,meco_para_7_qa_1 ,meco_para_7
yillarda_0,nan,0,meco_para_7_qa_1 ,meco_para_7
hem_0,nan,0,meco_para_7_qa_1 ,meco_para_7
uzmanlarda_0,nan,0,meco_para_7_qa_0 ,meco_para_7
hem_1,nan,0,meco_para_7_qa_0 ,meco_para_7
de__0,nan,0,meco_para_7_qa_0 ,meco_para_7
tiketicilerde_0,nan,0,meco_para_7_qa_0 ,meco_para_7
sarap_4,nan,0,meco_para_7_qa_0 ,meco_para_7
tadimi__0,nan,0,meco_para_7_qa_0 ,meco_para_7
guvenilirligini_0,nan,0,meco_para_7_qa_0 ,meco_para_7
zorlayan_0,nan,0,meco_para_7_qa_0 ,meco_para_7
 sonuclar_0,nan,0,,meco_para_7
 ortaya_0,nan,0,,meco_para_7
ciktl._0,nan,0,,meco_para_7
"Ornegin,_0",nan,0,,meco_para_7
arastirmalar_0,nan,0,,meco_para_7
insanlarin_0,nan,0,,meco_para_7
daha_1,nan,0,,meco_para_7
pahali_0,nan,0,,meco_para_7
sarabin_2,nan,0,,meco_para_7
daha_2,nan,0,,meco_para_7
ucuz_0,nan,0,,meco_para_7
saraba__0,nan,0,,meco_para_7
gore_0,nan,0,,meco_para_7
daha_3,nan,0,,meco_para_7
fazla_0,nan,0,,meco_para_7
 arzulanan__0,nan,0,,meco_para_7
karakteristige_0,53.0,1,,meco_para_7
sahip_0,nan,0,,meco_para_7
olmasini_0,nan,0,,meco_para_7
beklediklerini_0,nan,0,,meco_para_7
gostermistir:_0,nan,0,,meco_para_7
|_0,nan,0,,meco_para_7
Tadimcilar_0,nan,0,,meco_para_7
verilen_0,nan,0,,meco_para_7
 sarabin_0,56.0,1,,meco_para_7
gercek_0,nan,0,,meco_para_7
olmayan’_0,nan,0,,meco_para_7
bir_1,nan,0,,meco_para_7
 sekilde_0,nan,0,,meco_para_7
 pahali_0,nan,0,,meco_para_7
oldugu_0,nan,0,,meco_para_7
"soylendiginde,_0",nan,0,,meco_para_7
neredeyse_0,nan,0,,meco_para_7
her_0,nan,0,,meco_para_7
zaman_0,nan,0,,meco_para_7
ayni_0,nan,0,,meco_para_7
sarap_5,50.0,1,,meco_para_7
onlara__0,nan,0,,meco_para_7
ucuz_1,nan,0,,meco_para_7
oldugu_sdylendiginden_0,nan,0,,meco_para_7
daha__0,nan,0,,meco_para_7
lezzetli_0,nan,0,,meco_para_7
oldugunu_0,nan,0,,meco_para_7
belirttiler._0,nan,0,,meco_para_7
Baska_0,nan,0,,meco_para_7
calismalar_0,nan,0,,meco_para_7
gosteriyor_0,161.0,2,,meco_para_7
ki_0,nan,0,,meco_para_7
tadimcilarin”_0,57.0,1,,meco_para_7
kararlari_0,nan,0,,meco_para_7
cografi_0,nan,0,,meco_para_7
"kéken,_0",nan,0,,meco_para_7
itibar_0,nan,0,,meco_para_7
veya_0,nan,0,,meco_para_7
diger_0,nan,0,,meco_para_7
etkenlerin_0,nan,0,meco_para_7_qa_2 ,meco_para_7
 bilinmesiyle_0,nan,0,meco_para_7_qa_2 ,meco_para_7
etki_0,54.0,1,meco_para_7_qa_2 ,meco_para_7
=_0,117.0,1,meco_para_7_qa_2 ,meco_para_7
altinda___0,634.0,5,meco_para_7_qa_2 ,meco_para_7
kalabiliyor._0,227.0,3,meco_para_7_qa_2 ,meco_para_7
Objektif_0,nan,0,meco_para_7_qa_2 ,meco_para_7
sarap_6,nan,0,meco_para_7_qa_2 ,meco_para_7
tadimi_1,nan,0,meco_para_7_qa_2 ,meco_para_7
bu_0,nan,0,meco_para_7_qa_2 ,meco_para_7
yuzen_0,nan,0,meco_para_7_qa_2 ,meco_para_7
—_1,nan,0,meco_para_7_qa_2 ,meco_para_7
sarabin_3,nan,0,meco_para_7_qa_2 ,meco_para_7
kor_0,nan,0,meco_para_7_qa_2 ,meco_para_7
tadimini_0,nan,0,meco_para_7_qa_2 ,meco_para_7
gerektirir-_0,50.0,1,meco_para_7_qa_2 ,meco_para_7
bu_1,nan,0,meco_para_7_qa_2 ,meco_para_7
 tadimcinin§_0,482.0,4,meco_para_7_qa_2 ,meco_para_7
sarabin_4,nan,0,meco_para_7_qa_2 ,meco_para_7
etiketini_0,nan,0,meco_para_7_qa_2 ,meco_para_7
veya_1,nan,1,meco_para_7_qa_2 ,meco_para_7
 sisenin_0,nan,0,meco_para_7_qa_2 ,meco_para_7
—_2,nan,0,meco_para_7_qa_2 ,meco_para_7
seklini_0,nan,0,meco_para_7_qa_2 ,meco_para_7
gormemesidir._0,nan,0,meco_para_7_qa_3 ,meco_para_7
Kor_1,52.0,1,meco_para_7_qa_3 ,meco_para_7
tadim_1,nan,0,meco_para_7_qa_3 ,meco_para_7
 ayrica_0,201.0,3,meco_para_7_qa_3 ,meco_para_7
sarabin§_0,51.0,1,meco_para_7_qa_3 ,meco_para_7
siyah_0,59.0,1,meco_para_7_qa_3 ,meco_para_7
sarap_7,nan,0,meco_para_7_qa_3 ,meco_para_7
 bardaginda__0,nan,0,meco_para_7_qa_3 ,meco_para_7
sarabin_5,nan,0,meco_para_7_qa_3 ,meco_para_7
__rengini_0,nan,0,meco_para_7_qa_3 ,meco_para_7
maskeleyecek_0,nan,0,meco_para_7_qa_3 ,meco_para_7
sekilde_0,nan,0,meco_para_7_qa_3 ,meco_para_7
servis_0,53.0,1,meco_para_7_qa_3 ,meco_para_7
edilmesini_0,153.0,2,meco_para_7_qa_3 ,meco_para_7
de_0,nan,0,meco_para_7_qa_3 ,meco_para_7
___0,nan,0,meco_para_7_qa_3 ,meco_para_7
icerir._0,139.0,1,meco_para_7_qa_3 ,meco_para_7
Harvard_0,nan,0,,a_HarvardUniversity_1
Business_0,nan,0,,a_HarvardUniversity_1
School_0,nan,0,,a_HarvardUniversity_1
ve_0,nan,0,,a_HarvardUniversity_1
Harvard_1,51.0,1,,a_HarvardUniversity_1
Stadyumu_0,nan,0,,a_HarvardUniversity_1
da_0,nan,0,,a_HarvardUniversity_1
dahil_0,nan,0,,a_HarvardUniversity_1
olmak_0,nan,0,,a_HarvardUniversity_1
Uzere_0,nan,0,,a_HarvardUniversity_1
Universitenin_0,nan,0,,a_HarvardUniversity_1
atletizm_0,nan,0,,a_HarvardUniversity_1
