word_id,TRT,FixCount,Span_word_is_in,text_id
La_0,nan,0,,meco_para_12
patente_0,nan,0,,meco_para_12
de_0,881.0,5,,meco_para_12
un_0,538.0,3,,meco_para_12
vehiculo_0,2742.0,14,,meco_para_12
es_0,1023.0,7,,meco_para_12
una_0,526.0,2,,meco_para_12
placa_0,680.0,5,,meco_para_12
de_1,50.0,1,,meco_para_12
metal_0,80.0,1,,meco_para_12
o_0,nan,0,,meco_para_12
 plastico_0,nan,0,,meco_para_12
fijada_0,74.0,1,,meco_para_12
al_0,nan,0,,meco_para_12
vehiculo_1,nan,0,,meco_para_12
con_0,nan,0,,meco_para_12
el_0,nan,0,,meco_para_12
propdsito_0,3560.0,22,,meco_para_12
de_2,2439.0,11,,meco_para_12
identificacién_0,3319.0,23,,meco_para_12
oficial_0,483.0,4,,meco_para_12
Todos_0,1057.0,5,,meco_para_12
los_0,459.0,3,,meco_para_12
paises_0,nan,0,,meco_para_12
requieren_0,115.0,1,,meco_para_12
patentes_0,nan,0,,meco_para_12
para_0,nan,0,,meco_para_12
vehiculos_0,115.0,1,,meco_para_12
como_0,2509.0,16,,meco_para_12
"autos,_0",5200.0,25,,meco_para_12
camiones_0,4373.0,29,,meco_para_12
y_0,1086.0,8,,meco_para_12
motocicletas._0,1239.0,8,,meco_para_12
Su_0,239.0,2,,meco_para_12
 requerimiento_0,nan,0,,meco_para_12
para_1,nan,0,,meco_para_12
otros_0,nan,0,,meco_para_12
vehiculos_1,nan,0,,meco_para_12
como_1,nan,0,,meco_para_12
"bicicletas,_0",974.0,7,meco_para_12_qa_2 ,meco_para_12
botes_0,4866.0,19,meco_para_12_qa_2 ,meco_para_12
o_1,1271.0,9,meco_para_12_qa_2 ,meco_para_12
tractores_0,2539.0,17,meco_para_12_qa_2 ,meco_para_12
puede_0,363.0,3,meco_para_12_qa_2 ,meco_para_12
variar_0,409.0,3,meco_para_12_qa_2 ,meco_para_12
por_0,nan,0,meco_para_12_qa_2 ,meco_para_12
jurisdiccién._0,124.0,1,meco_para_12_qa_2 ,meco_para_12
El_1,nan,0,,meco_para_12
identificador_0,nan,0,,meco_para_12
de_3,nan,0,,meco_para_12
registro_0,196.0,2,,meco_para_12
es_1,nan,0,,meco_para_12
una_1,1262.0,6,meco_para_12_qa_3 ,meco_para_12
serie_0,1874.0,9,meco_para_12_qa_3 ,meco_para_12
de_4,842.0,8,meco_para_12_qa_3 ,meco_para_12
letras_0,757.0,6,meco_para_12_qa_3 ,meco_para_12
o_2,506.0,4,meco_para_12_qa_3 ,meco_para_12
ntmeros_0,467.0,3,meco_para_12_qa_3 ,meco_para_12
que_0,nan,0,,meco_para_12
identifican_0,nan,0,,meco_para_12
Unicamente_0,330.0,2,,meco_para_12
al_1,nan,0,,meco_para_12
duefio_0,nan,0,,meco_para_12
de_5,199.0,1,,meco_para_12
un_1,nan,0,,meco_para_12
vehiculo_2,1179.0,5,,meco_para_12
dentro_0,1105.0,8,,meco_para_12
de_6,1181.0,6,,meco_para_12
la__0,124.0,1,,meco_para_12
regidn_0,338.0,3,,meco_para_12
del_0,177.0,1,,meco_para_12
registro_1,219.0,1,,meco_para_12
del_1,nan,0,,meco_para_12
vehiculo._3,nan,0,,meco_para_12
En_0,nan,0,,meco_para_12
algunos_0,nan,0,,meco_para_12
"paises,_1",nan,0,,meco_para_12
el_2,nan,0,,meco_para_12
identificador_1,982.0,4,,meco_para_12
es_2,209.0,1,,meco_para_12
Unico_0,636.0,4,,meco_para_12
en_1,417.0,3,,meco_para_12
todo_0,1044.0,7,,meco_para_12
el_3,nan,0,,meco_para_12
"pais,_0",nan,0,,meco_para_12
mientras_0,76.0,1,,meco_para_12
"que,_1",nan,0,,meco_para_12
en_2,nan,0,,meco_para_12
"otros,_1",nan,0,,meco_para_12
es_3,nan,0,,meco_para_12
Unico_1,nan,0,,meco_para_12
dentro_1,121.0,1,meco_para_12_qa_0 ,meco_para_12
de_7,nan,0,meco_para_12_qa_0 ,meco_para_12
un_2,79.0,1,meco_para_12_qa_0 ,meco_para_12
estado_0,248.0,2,meco_para_12_qa_0 ,meco_para_12
o_3,483.0,1,meco_para_12_qa_0 ,meco_para_12
provincia._0,1187.0,4,meco_para_12_qa_0 ,meco_para_12
Francia_0,310.0,2,meco_para_12_qa_0 ,meco_para_12
fue_0,nan,0,meco_para_12_qa_0 ,meco_para_12
el_4,168.0,1,meco_para_12_qa_0 ,meco_para_12
primer_0,164.0,1,meco_para_12_qa_0 ,meco_para_12
pais_1,nan,0,meco_para_12_qa_0 ,meco_para_12
en_3,nan,0,meco_para_12_qa_0 ,meco_para_12
 introducir_0,nan,0,meco_para_12_qa_0 ,meco_para_12
la_1,nan,0,meco_para_12_qa_0 ,meco_para_12
"patente,_1",nan,0,meco_para_12_qa_0 ,meco_para_12
a_0,nan,0,meco_para_12_qa_0 ,meco_para_12
fines_0,360.0,2,meco_para_12_qa_0 ,meco_para_12
del_2,nan,0,meco_para_12_qa_0 ,meco_para_12
siglo_0,870.0,4,meco_para_12_qa_0 ,meco_para_12
diecinueve._0,484.0,2,meco_para_12_qa_0 ,meco_para_12
Las_0,278.0,2,meco_para_12_qa_0 ,meco_para_12
patentes_1,52.0,1,meco_para_12_qa_0 ,meco_para_12
de_8,nan,0,meco_para_12_qa_0 ,meco_para_12
 principios_0,nan,0,meco_para_12_qa_0 ,meco_para_12
de_9,nan,0,meco_para_12_qa_0 ,meco_para_12
siglo_1,nan,0,meco_para_12_qa_0 ,meco_para_12
veinte_0,nan,0,meco_para_12_qa_0 ,meco_para_12
variaban_0,nan,0,,meco_para_12
en_4,nan,0,,meco_para_12
tamafio_0,200.0,2,,meco_para_12
y_1,nan,0,,meco_para_12
forma_0,nan,0,,meco_para_12
de_10,nan,0,,meco_para_12
una_2,nan,0,,meco_para_12
 jurisdiccién_0,nan,0,,meco_para_12
a_1,nan,0,,meco_para_12
"otra,_0",nan,0,,meco_para_12
de_11,nan,0,,meco_para_12
manera_0,nan,0,,meco_para_12
"que,_2",nan,0,,meco_para_12
si_0,nan,0,,meco_para_12
una_3,nan,0,,meco_para_12
persona_0,nan,0,,meco_para_12
se_0,nan,0,,meco_para_12
"mudaba,_0",nan,0,,meco_para_12
se_1,nan,0,,meco_para_12
necesitaba_0,nan,0,,meco_para_12
hacer_0,nan,0,,meco_para_12
nuevos_0,nan,0,,meco_para_12
agujeros_0,nan,0,,meco_para_12
en_5,nan,0,,meco_para_12
el_5,nan,0,,meco_para_12
auto_0,nan,0,,meco_para_12
para_2,nan,0,,meco_para_12
sostener_0,nan,0,meco_para_12_qa_1 ,meco_para_12
la_2,nan,0,meco_para_12_qa_1 ,meco_para_12
nueva_0,nan,0,meco_para_12_qa_1 ,meco_para_12
patente._2,nan,0,meco_para_12_qa_1 ,meco_para_12
La_3,nan,0,meco_para_12_qa_1 ,meco_para_12
 estandarizacibn_0,nan,0,meco_para_12_qa_1 ,meco_para_12
de_12,nan,0,meco_para_12_qa_1 ,meco_para_12
patentes_2,nan,0,meco_para_12_qa_1 ,meco_para_12
llegs_0,nan,0,meco_para_12_qa_1 ,meco_para_12
